"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","358010RM5FNRYQTKT7RL7QASJZHVX3","A3ORKH5A398H9H","Submitted","Mon Jun 26 12:34:13 PDT 2017","Mon Jun 26 12:44:58 PDT 2017","Thu Jun 29 12:44:58 PDT 2017","","","","645","100% (49/49)","100% (49/49)","100% (49/49)","0","Hey' have you ever watched the movie Limitless?","Yikes! Thanks for the info, I've the movie a look, but don't offer me any of the that drug.","No, what's it about, some sports film.","No, Bradley Cooper plays a frustrated author whose life is a mess. Then, his former borhter in law offers him a nootropic drug called NZT-48","Nootropic drug. What kind of drug is that?","They're drugs that improve the function of the brain. Who know that old adage that we only use 10% of our brains.","Yeah, so this stuff let's you use more of it?","More like all of it! One pill and you have a triple digit IQ and perfect recall of everything you've ever seen, heard, or read.","Okay, but what's the downside?","The downside is the drug isn't common and the withdrawl symptoms can cause hospitalize you or even kill you outright.","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","373ERPL3YP2SO23JFDLEHQ0JLVURTX","A6IMQRGSRAXQL","Submitted","Sun Jun 25 13:20:01 PDT 2017","Sun Jun 25 13:24:08 PDT 2017","Wed Jun 28 13:24:08 PDT 2017","","","","247","0% (0/0)","0% (0/0)","0% (0/0)","0","Did you see the Girl on the Train?","The worst character was the one man who had affairs with both women.","Yes it was very suspenseful!","Was the  movie also a book?","Yes I thought the book was better than the movie.","Did you think the movie was scary?","I thought it was really scary at the end of the movie!","How many main characters do you remember there being?","I think there was two couples involved.","What did you think of the couples?","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3A9AA95ATXG5RNCE1PZR9FUQ4B6P50","A1XDVD860H3PX4","Submitted","Mon Jun 26 04:56:33 PDT 2017","Mon Jun 26 04:58:48 PDT 2017","Thu Jun 29 04:58:48 PDT 2017","","","","135","100% (97/97)","100% (97/97)","100% (97/97)","0","Have you seen Sherlock Holmes?","And they seem to hold pretty true to the stories and who Sherlock really is.","Yeah, Robert Downey Junior was great.","I know, he pulled out that quirkiness perfectly.","He was quite funny.  I liked the second one too with Moriarty.","Yeah, classic Sherlock Homles.  And how he faked his own death.","Yep, just like in the novels.","What do you think of Benedict Cumberbatch?","He's perfect.  Him and Downy are both fantastic.","I agree.  Both great actors.","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3DPNQGW4LM9FLYQ98OH8YNXV9AX46G","A28HB7240OFGEW","Submitted","Mon Jun 26 08:32:05 PDT 2017","Mon Jun 26 08:34:00 PDT 2017","Thu Jun 29 08:34:00 PDT 2017","","","","115","100% (28/28)","100% (28/28)","100% (28/28)","0","Have you ever seen The Reef?","Yea, definitely. That's why I watch shark movies too.","Is that a shark thriller movie?","Yea, a group of people on a boat crash, and they get hunted by a giant shark.","Yea I think I did see that actually. It was pretty corny.","Yea, but I love shark movies, even when they are corny!","Yea, I admit I watched the whole movie.","They basically just took turns swimming to a reef and getting killed.","Yea, I wish I could be a shark movie writer.","It's not about the story, it's about putting yourself in their place and getting scared.","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3DR23U6WE683FYYET71EIJ1068GTE2","A2M4YIC3XU2693","Submitted","Mon Jun 26 11:33:20 PDT 2017","Mon Jun 26 11:38:03 PDT 2017","Thu Jun 29 11:38:03 PDT 2017","","","","283","100% (36/36)","100% (36/36)","100% (36/36)","0","I'm having a few friends over tonight nad we want to watch a thriller. I don't normally watch thrillers so can you recommend something?","Let me know what you think and if you like it, it has a follow up called Angels and Demons.","I have a great one in mind if you don't mind a bit of an older movie.","I'm OK with that. What's it called?","It's called The Da Vinci Code.","Who's in it?","It stars Tom Hanks.","I really like Tom Hanks. Is it scary?","Not real scary, but more tense.","I'll go find a trailer for it.","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3NS0A6KXC52XLO345UGK4ANT4JOZGA","A1P3Z24Y6GRNVA","Submitted","Mon Jun 26 03:06:45 PDT 2017","Mon Jun 26 04:45:49 PDT 2017","Thu Jun 29 04:45:49 PDT 2017","","","","5944","100% (9/9)","100% (4/4)","0% (0/0)","0","Did you watch the first Cloverfield movie?","I didn't either. It was one of the stranger movies I have ever watched.","Yes but I liked the second one better","The second one?","Yes, 10 Cloverfield Lane.","I watched that. It was probably one of the stranger movies I seen.","Why do you say that?","It was like two different movies in one.","Oh with the kidnapping and then the aliens.","yes, I didn't see the last part coming.","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3QIYRE09Y4B60KZIKNKN20CESGE1NC","A31Q4HFUPE2DXG","Submitted","Mon Jun 26 08:55:46 PDT 2017","Mon Jun 26 08:57:56 PDT 2017","Thu Jun 29 08:57:56 PDT 2017","","","","130","100% (8/8)","100% (4/4)","100% (3/3)","0","What's your favorite Thriller movie of all time?","If you say so.  Agree to disagree.","That is a very tough question.  I would have to go with Jaws.","That is a good choice.  I hadn't thought of that one.","What about you?","I would say Sixth Sense. The twist at the end just shocked me.","I wasn't a fan.  I saw it coming.","Really?  I had no idea.","Yeah, it was kind of obvious to me.  But it is still a decent movie.","Decent?  Best thriller ever!","x",""
"3T8DUCXY0N0JYI93VUGR1L528EMT9Y","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3R6P78PK7L51ZCU5Z2R2IMMCJQXGTC","AQXAQCJFY2ZA7","Submitted","Mon Jun 26 15:29:17 PDT 2017","Mon Jun 26 15:32:33 PDT 2017","Thu Jun 29 15:32:33 PDT 2017","","","","196","100% (47/47)","100% (35/35)","100% (34/34)","0","Do you know the movie Donnie Darko?","Oh, it doesn't seem that bad. I really want to see it now!","I have heard of it, but I don't know what it's about","It's about a disturbed teenage boy who keeps seeing a scary rabbit","Why does he see the rabbit?","I think it's because he is a little crazy","What does he do about it?","Well he always had the choice to obey what the rabbit says or not","And how scary was the movie?","It wasn't too scary, it's actually my wife's favorite movie","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","34Q075JO1Y73FO7BJHIPROG1KNO01L","A1XDVD860H3PX4","Submitted","Mon Jun 26 03:14:41 PDT 2017","Mon Jun 26 03:16:54 PDT 2017","Thu Jun 29 03:16:54 PDT 2017","","","","133","100% (97/97)","100% (97/97)","100% (97/97)","0","Ever seen the Hunger Games?","It does that too.","It was really good.  Jennifer Lawrence was awesome.","She was.  She playes a good Mystique too.","Yeah, she's just naturally strong.","The Hunger Games was pretty shocking with sending children to die like that.","I know, you should read the books.  It basically explains it all.","Yeah?  I've been meaning too.","Yep, it goes into more detail about the dangers like those bees they had.","Oh yeah?  Does it explain why everyone teams up?","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","37U1UTWH9WG9QIBVCFAJQU4W7JP8R7","APF1EAZT104LQ","Submitted","Sun Jun 25 22:04:48 PDT 2017","Sun Jun 25 22:06:27 PDT 2017","Wed Jun 28 22:06:27 PDT 2017","","","","99","100% (295/295)","100% (288/288)","100% (246/246)","0","Who directed that movie The Killing?","The 50's had some good thrillers.","That was Stanley Kubrick","Wow. It is really good.","Yes. The end where the money flies out of the suitcase is intense.","I agree. I felt bad for Sterling Hayden's character.","That movie was unlike any other for that time.","Yeah. The shots were good and the suspense was great","Did it come out in the 60's?","No, the 50's","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3907X2AHF1ZDSQTRJ6XTB8REK0S2PN","AVU1N78F92K93","Submitted","Sun Jun 25 12:18:14 PDT 2017","Sun Jun 25 12:58:42 PDT 2017","Wed Jun 28 12:58:42 PDT 2017","","","","2428","100% (7/7)","100% (7/7)","100% (7/7)","0","Did you ever end up seeing that movie, ""Split""?","Wow, he is an awesome actor. I'm definitely going to check it out now.","No, I think it might really freak me out. Is that the movie about the guy with split personalities?","Yeah, and he kidnaps these girls and his various personalities torment them.","But wasn't one personality trying to save them?","Yes, and they were definitely fooled at first. But his other personalities always take over before they can be rescued by that particular one.","That is so scary. Do you think it's realistic?","Oh, no. Not at all. I think the disorder is very real, but it is sort of a far reach.","That makes me feel better about seeing it. Who plays the main character?","James McAvoy is the lead character. He is absolutely brilliant in it.","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3BQU611VFQE30NYJNQGBZ5ZDL4199C","A15340BRCER2UO","Submitted","Mon Jun 26 12:12:58 PDT 2017","Mon Jun 26 12:14:20 PDT 2017","Thu Jun 29 12:14:20 PDT 2017","","","","82","100% (116/116)","100% (103/103)","100% (96/96)","0","Did you ever watch The Fugitive?","I don't recall. Perhaps?","Is that the one with Harrison Ford?","Yes, that's the one","I didn't kill my wife!","Right, Dr. Richard Kimball","Yeah, that was a classic line and movie","Tommy Lee Jones as the US Marshal was great","Yes, he did a great job in that role","Didn't he win an Oscar for his performance?","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3CTOC39K38KOSGNZU594A3MAMJP7JT","A214JTAHTAWUKA","Submitted","Mon Jun 26 12:13:30 PDT 2017","Mon Jun 26 12:15:42 PDT 2017","Thu Jun 29 12:15:42 PDT 2017","","","","132","100% (228/228)","100% (188/188)","100% (132/132)","0","Do you like foreign thriller movies?","I will have to start looking into them.","I have not seen too many.","If you like thrillers, it is an nice niche of the genre to get into.","What would you say is best to start with.","I would go with a newer one, like Hunt.","Is it hard to follow?","No, you can get English subtitles.","Does that take away from any of the thrill?","No. It makes it a bit more scary, adds some mystery.","x",""
"3YGE63DIN8RTU5PKQ329VUB894B0WK","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Sun Jun 25 03:40:23 PDT 2017","9","BatchId:2847868;OriginalHitTemplateId:920937340;","7200","259200","Sun Jul 02 03:40:23 PDT 2017","","","3EG49X351V66J0EJSZJDVYUT27VX6L","AZVHR847NQRU","Submitted","Mon Jun 26 13:28:17 PDT 2017","Mon Jun 26 13:33:37 PDT 2017","Thu Jun 29 13:33:37 PDT 2017","","","","320","100% (36/36)","100% (36/36)","100% (36/36)","0","Does your family have any traditional movies you watch around Halloween?","You gotta love the impact of those well crafted thriller movie songs.","We don't really celebrate much, but sometimes we'll curl up with snacks and watch Halloween.","The original in the series?","Yeah. I still can't see Jamie Lee Curtis today without picturing her in that role.","Sounds like good scary times.","Yeah it's kind of a long standing tradition, too. I can remember just hearing the classic music from that or if somebody would make similar sounds and as a kid it would give me goosebumps.","Who knew that music would become so famous and such a trademark?","It's kind of like that morbid children's rhyme in the Nightmare on Elm Street movies.","Don't even start with that. One time I had to turn the movie off in the middle of that song.","x",""
